935258	Sainte-Anne-les Hauts	Sainte-Anne-les Hauts		-21.08333	55.71667	P	PPL	RE		RE	974	9743	97410	0		161	Indian/Reunion	2016-06-22
935259	Rivière Sainte-Anne	Riviere Sainte-Anne	Ravine Sainte Anne,Riviere Sainte-Anne,Rivière Sainte-Anne	-21.07743	55.74383	H	STM	RE		00				0		6	Indian/Reunion	2012-01-18
935260	Sainte-Anne	Sainte-Anne	Sainte Anne (La Reunion),Sainte-Anne,Village Sainte Anne	-21.08522	55.74944	P	PPL	RE		RE	974	9743	97410	0		11	Indian/Reunion	2016-10-24
935261	Rivière Saint-Denis	Riviere Saint-Denis	Riviere Saint-Denis,Riviere de Saint Denis,Rivière Saint-Denis,Rivière de Saint Denis	-20.87576	55.44402	H	STM	RE		00				0		7	Indian/Reunion	2011-10-19
935262	Rade de Saint-Denis	Rade de Saint-Denis		-20.85	55.43333	H	RDST	RE		00				0		-9999	Indian/Reunion	1993-12-22
935263	Arrondissement de Saint-Denis	Arrondissement de Saint-Denis		-20.91667	55.5	A	ADM3	RE		RE	974	9741		193732		172	Indian/Reunion	2010-09-18
935264	Saint-Denis	Saint-Denis	RUN,Saint-Denis,Saint-Denis de la Reunion,Saint-Denis de la Réunion,Sen-Deni,St. Denis,snt dnys,Сен-Дени,סנט דניס,サン・ドゥニ	-20.88231	55.4504	P	PPLC	RE		RE	974	9741	97411	137195		44	Indian/Reunion	2015-12-17
935265	Saint-Bernard	Saint-Bernard		-20.90787	55.40133	P	PPL	RE		RE	974	9741	97411	0		459	Indian/Reunion	2016-06-22
935266	Arrondissement de Saint-Benoît	Arrondissement de Saint-Benoit		-21.08333	55.66667	A	ADM3	RE		RE	974	9743		115239		611	Indian/Reunion	2010-09-18
935267	Saint-Benoît	Saint-Benoit	Saint-Benoit,Saint-Benoît,Sankt-Benua,Санкт-Бенуа	-21.03801	55.71937	P	PPL	RE		RE	974	9743	97410	35310		18	Indian/Reunion	2012-01-18
935268	Saint-André	Saint-Andre	Saint-Andre,Saint-André,Sankt-Andre,Санкт-Андре	-20.96333	55.65031	P	PPL	RE		RE	974	9743	97409	48674		103	Indian/Reunion	2012-01-18
935269	Anse du Sac	Anse du Sac		-21.11667	55.81667	H	COVE	RE		00				0		-9999	Indian/Reunion	1993-12-22
935270	Ravine des Sables Noirs	Ravine des Sables Noirs	Les Sables Noirs,Ravine des Sables Noirs	-21.3	55.45	H	STM	RE	RE	00				0		119	Indian/Reunion	2012-01-18
935271	Pointe des Sables Blancs	Pointe des Sables Blancs		-21.36041	55.78268	T	PT	RE		00				0		17	Indian/Reunion	2011-04-19
935272	Plaine des Sables	Plaine des Sables		-21.23031	55.66724	T	PLN	RE		00				0		2312	Indian/Reunion	2011-04-19
935273	Pic des Sables	Pic des Sables		-21.13031	55.59646	T	PK	RE		RE	974	9743	97406	0		1622	Indian/Reunion	2016-06-22
935274	Pas des Sables	Pas des Sables		-21.23522	55.64766	T	PASS	RE		RE	974	9742	97412	0		2313	Indian/Reunion	2016-06-22
935275	Piton Rouge des Ramparts	Piton Rouge des Ramparts		-21.22153	55.63798	T	PK	RE		RE	974	9742	97412	0		2295	Indian/Reunion	2016-06-22
935276	Cratère Rouge de l’Enclos	Cratere Rouge de l'Enclos		-21.21667	55.68333	T	CRTR	RE		00				0		2190	Indian/Reunion	2014-12-03
935277	Pointe Rouge	Pointe Rouge		-21.17437	55.83375	T	PT	RE		RE	974	9743	97419	0		19	Indian/Reunion	2016-06-22
935278	Piton Rouge	Piton Rouge		-21.27723	55.35259	T	PK	RE		RE	974	9742	97404	0		18	Indian/Reunion	2016-06-22
935279	Piton Rouge	Piton Rouge		-21.13324	55.3898	T	PK	RE		RE	974	9744	97413	0		2384	Indian/Reunion	2016-06-22
935280	Cratère Rouge	Cratere Rouge		-21.23333	55.73333	T	CRTR	RE		00				0		1876	Indian/Reunion	1993-12-22
935281	Bras Rouge	Bras Rouge		-21.17165	55.44546	H	STM	RE		00				0		912	Indian/Reunion	2011-04-19
935282	Piton Rose Île	Piton Rose Ile		-21.35	55.58333	T	PK	RE		RE	974	9742	97405	0		424	Indian/Reunion	2016-06-22
935283	Piton du Rond Langevin	Piton du Rond Langevin		-21.25	55.66667	T	PK	RE		RE	974	9742	97412	0		2277	Indian/Reunion	2016-06-22
935284	Rond des Chevrons	Rond des Chevrons		-21.14968	55.51041	T	MT	RE		RE	974	9742	97403	0		2152	Indian/Reunion	2016-06-22
935285	Gros Piton Rond	Gros Piton Rond		-21.15509	55.59747	T	PK	RE		RE	974	9743	97406	0		1413	Indian/Reunion	2016-06-22
935286	Fond des Roefles	Fond des Roefles		-21.2	55.28333	H	STM	RE		00				0		6	Indian/Reunion	1993-12-22
